1523	por	22941	0.0069700753225393165%	51.1846537930531%
1524	rozegra³	22921	0.00696399879987462%	51.19161779185298%
1525	zamkniêcia	22918	0.006963087321474916%	51.19858087917445%
1526	dzia³acz	22913	0.0069615681908087425%	51.20554244736526%
1527	premiery	22903	0.006958529929476394%	51.21250097729474%
1528	op	22899	0.0069573146249434555%	51.21945829191968%
1529	profesor	22882	0.006952149580678464%	51.226410441500356%
1530	ros	22849	0.006942123318281716%	51.23335256481864%
1531	rozwój	22845	0.006940908013748776%	51.24029347283239%
1532	wyposa¿enie	22840	0.006939388883082603%	51.24723286171547%
1533	wielkie	22832	0.006936958274016724%	51.254169819989485%
1534	wokó³	22790	0.006924197576420863%	51.26109401756591%
1535	w³ochy	22771	0.006918424879889402%	51.268012442445794%
1536	dosz³o	22769	0.006917817227622932%	51.27493025967342%
1537	jas	22758	0.00691447514015735%	51.281844734813575%
1538	hiszpanii	22751	0.006912348357224706%	51.2887570831708%
1539	filmie	22735	0.006907487139092949%	51.295664570309896%
1540	ktoœ	22719	0.0069026259209611935%	51.302567196230854%
1541	stron	22711	0.006900195311895315%	51.30946739154275%
1542	issn	22710	0.00689989148576208%	51.31636728302851%
1543	powieœci	22694	0.006895030267630323%	51.32326231329615%
1544	roœlin	22693	0.006894726441497088%	51.33015703973764%
1545	mniej	22682	0.006891384354031506%	51.33704842409168%
1546	komitetu	22681	0.006891080527898271%	51.34393950461957%
1547	carlos	22680	0.006890776701765036%	51.350830281321336%
1548	moskwa	22668	0.006887130788166219%	51.3577174121095%
1549	zasady	22647	0.006880750439368288%	51.36459816254887%
1550	les	22646	0.006880446613235053%	51.371478609162104%
1551	billboard	22640	0.006878623656435645%	51.378357232818544%
1552	dawna	22635	0.006877104525769471%	51.385234337344315%
1553	lr	22607	0.006868597394038897%	51.39210293473835%
1554	gray	22603	0.006867382089505957%	51.39897031682786%
1555	svk	22585	0.006861913219107731%	51.40583223004696%
1556	uda³o	22565	0.006855836696443036%	51.41268806674341%
1557	bramki	22562	0.006854925218043331%	51.41954299196145%
1558	henry	22553	0.006852190782844218%	51.426395182744294%
1559	bia³a	22526	0.0068439874772468785%	51.43323917022154%
1560	skok	22522	0.006842772172713939%	51.44008194239426%
1561	gatunków	22498	0.0068354803455163045%	51.44691742273977%
1562	drugim	22491	0.006833353562583661%	51.45375077630236%
1563	ford	22467	0.006826061735386026%	51.46057683803774%
1564	znaczenie	22439	0.006817554603655452%	51.467394392641395%
1565	mln	22419	0.006811478080990756%	51.474205870722386%
1566	zas³ugi	22414	0.0068099589503245826%	51.481015829672714%
1567	zostaæ	22400	0.006805705384459295%	51.48782153505717%
1568	wy³¹cznie	22383	0.006800540340194304%	51.494622075397366%
1569	dniach	22366	0.0067953752959293125%	51.501417450693296%
1570	drugie	22360	0.006793552339129903%	51.50821100303242%
1571	lublin	22349	0.006790210251664321%	51.51500121328409%
1572	cmentarzu	22344	0.006788691120998147%	51.52178990440509%
1573	obj¹³	22318	0.0067807916415340425%	51.52857069604662%
1574	odby³	22317	0.006780487815400808%	51.53535118386202%
1575	ma³a	22315	0.006779880163134338%	51.542131064025156%
1576	aleksandra	22290	0.0067722845098034685%	51.54890334853496%
1577	cup	22272	0.006766815639405242%	51.555670164174366%
1578	zakoñczy³	22255	0.006761650595140251%	51.5624318147695%
1579	pó³nocno	22233	0.006754966420209085%	51.569186781189714%
1580	viii	22227	0.006753143463409677%	51.57593992465313%
1581	bitwy	22180	0.006738863635147641%	51.58267878828827%
1582	celem	22129	0.006723368502352667%	51.58940215679063%
1583	european	22123	0.006721545545553259%	51.59612370233618%
1584	jedno	22095	0.006713038413822684%	51.60283674075%
1585	sk³ada	22092	0.00671212693542298%	51.609548867685426%
1586	navbox	22087	0.006710607804756806%	51.61625947549018%
1587	gimnazjum	22066	0.006704227455958875%	51.62296370294614%
1588	zamiast	22065	0.00670392362982564%	51.629667626575966%
1589	dalej	22012	0.006687820844764197%	51.636355447420726%
1590	ma³e	22003	0.006685086409565084%	51.643040533830295%
1591	kat	21993	0.0066820481482327354%	51.64972258197853%
1592	jestem	21937	0.0066650338847715875%	51.656387615863295%
1593	trzeba	21929	0.006662603275705709%	51.663050219139%
1594	time	21923	0.0066607803189063005%	51.66971099945791%
1595	powstanie	21911	0.006657134405307483%	51.67636813386322%
1596	meczów	21888	0.006650146404243083%	51.68301828026746%
1597	kto	21862	0.006642246924778978%	51.68966052719224%
1598	batalion	21852	0.00663920866344663%	51.69629973585569%
1599	praw	21841	0.006635866575981047%	51.702935602431666%
1600	ludn	21800	0.006623409704518421%	51.70955901213619%
1601	armia	21780	0.006617333181853725%	51.71617634531804%
1602	piotra	21777	0.006616421703454021%	51.722792767021495%
1603	rio	21772	0.006614902572787847%	51.72940766959428%
1604	oryginalne	21770	0.006614294920521378%	51.736021964514805%
1605	wyda³	21738	0.006604572484257864%	51.74262653699906%
1606	stanach	21732	0.006602749527458455%	51.74922928652652%
1607	niemieckiej	21709	0.006595761526394055%	51.75582504805291%
1608	rekord	21697	0.006592115612795238%	51.76241716366571%
1609	xiii	21672	0.006584519959464368%	51.76900168362517%
1610	herbu	21669	0.006583608481064663%	51.775585292106236%
1611	raczej	21657	0.006579962567465846%	51.78216525467371%
1612	prowadzi³	21627	0.006570847783468802%	51.78873610245717%
1613	zwyciêzca	21619	0.006568417174402924%	51.79530451963158%
1614	zakresie	21596	0.006561429173338524%	51.80186594880492%
1615	re¿yser	21593	0.006560517694938819%	51.80842646649985%
1616	stopnia	21590	0.006559606216539116%	51.814986072716394%
1617	ludowej	21565	0.006552010563208245%	51.8215380832796%
1618	fina³u	21520	0.00653833838721268%	51.828076421666815%
1619	xi	21515	0.006536819256546506%	51.83461324092336%
1620	logo	21489	0.006528919777082401%	51.84114216070044%
1621	syna	21484	0.006527400646416228%	51.847669561346855%
1622	stanowiska	21473	0.0065240585589506446%	51.85419361990581%
1623	most	21473	0.0065240585589506446%	51.86071767846476%
1624	ró¿ne	21471	0.006523450906684175%	51.86724112937144%
1625	p³yta	21462	0.006520716471485062%	51.87376184584293%
1626	catalogue	21458	0.006519501166952123%	51.88028134700988%
1627	williams	21455	0.006518589688552418%	51.88679993669843%
1628	perkusja	21427	0.006510082556821844%	51.89331001925525%
1629	don	21401	0.00650218307735774%	51.89981220233261%
1630	france	21400	0.006501879251224505%	51.90631408158384%
1631	rosyjski	21381	0.006496106554693044%	51.91281018813853%
1632	kw	21370	0.006492764467227461%	51.919302952605754%
1633	poprzednie	21327	0.006479699943498366%	51.92578265254926%
1634	or	21312	0.006475142551499844%	51.93225779510075%
1635	brytania	21310	0.006474534899233374%	51.938732329999986%
1636	poni¿ej	21307	0.0064736234208336695%	51.945205953420825%
1637	sekcji	21303	0.00647240811630073%	51.95167836153713%
1638	wartoœci	21250	0.006456305331239287%	51.95813466686836%
1639	type	21239	0.006452963243773704%	51.964587630112135%
1640	sta³a	21229	0.006449924982441356%	51.971037555094576%
1641	okrêty	21187	0.006437164284845495%	51.97747471937942%
1642	rezultat	21164	0.006430176283781095%	51.9839048956632%
1643	rynku	21147	0.006425011239516104%	51.99032990690272%
1644	duchowny	21145	0.006424403587249634%	51.99675431048997%
1645	b¹dŸ	21139	0.006422580630450225%	52.00317689112042%
1646	museum	21136	0.00642166915205052%	52.00959856027247%
1647	widok	21135	0.006421365325917285%	52.016019925598385%
1648	koncert	21134	0.006421061499784051%	52.02244098709817%
1649	zak³ad	21129	0.006419542369117877%	52.02886052946729%
1650	dwukrotnie	21121	0.006417111760051998%	52.03527764122734%
1651	sk³adzie	21116	0.006415592629385825%	52.041693233856726%
1652	trzeci	21079	0.0064043510624561375%	52.048097584919184%
1653	uczestnicy	21076	0.006403439584056433%	52.05450102450324%
1654	dowódcy	21034	0.006390678886460572%	52.0608917033897%
1655	granicy	21030	0.0063894635819276326%	52.067281166971625%
1656	katolicki	21009	0.0063830832331297025%	52.07366425020476%
1657	samolot	21002	0.006380956450197059%	52.08004520665496%
1658	au	20986	0.006376095232065302%	52.08642130188702%
1659	po³udniowo	20986	0.006376095232065302%	52.092797397119085%
1660	amerykañska	20980	0.006374272275265894%	52.09917166939435%
1661	census	20979	0.006373968449132659%	52.105545637843484%
1662	land	20979	0.006373968449132659%	52.111919606292616%
1663	joseph	20978	0.006373664622999424%	52.118293270915615%
1664	santa	20954	0.0063663727958017885%	52.12465964371142%
1665	games	20953	0.006366068969668554%	52.13102571268109%
1666	sztuk	20913	0.006353915924339162%	52.13737962860542%
1667	towarzystwo	20907	0.006352092967539753%	52.14373172157297%
1668	wspomnienia	20901	0.006350270010740345%	52.150081991583704%
1669	kolejka	20900	0.00634996618460711%	52.15643195776831%
1670	obszarze	20858	0.006337205487011249%	52.16276916325533%
1671	instytutu	20852	0.00633538253021184%	52.16910454578554%
1672	wydzia³u	20848	0.006334167225678901%	52.17543871301122%
1673	sztafeta	20819	0.006325356267815092%	52.18176406927903%
1674	utwory	20810	0.006322621832615979%	52.18808669111165%
1675	itp	20788	0.0063159376576848135%	52.19440262876933%
1676	lee	20778	0.006312899396352466%	52.20071552816568%
1677	samej	20710	0.0062922392192925%	52.20700776738498%
1678	architekt	20684	0.0062843397398283955%	52.21329210712481%
1679	powo³ania	20683	0.006284035913695161%	52.2195761430385%
1680	synagoga	20670	0.0062800861739631085%	52.22585622921246%
1681	strzelców	20662	0.00627765556489723%	52.23213388477736%
1682	miko³aja	20658	0.006276440260364291%	52.23841032503773%
1683	polsko	20617	0.006263983388901664%	52.244674308426625%
1684	mo¿liwoœæ	20601	0.0062591221707699075%	52.2509334305974%
1685	jp	20599	0.006258514518503439%	52.2571919451159%
1686	pp	20589	0.00625547625717109%	52.26344742137307%
1687	charakter	20587	0.0062548686049046206%	52.26970228997798%
1688	athletes	20526	0.006236335210777298%	52.27593862518875%
1689	option	20511	0.0062317778187787765%	52.282170403007534%
1690	wydarzenia	20494	0.006226612774513786%	52.288397015782046%
1691	zbyt	20477	0.006221447730248794%	52.29461846351229%
1692	znane	20475	0.006220840077982325%	52.30083930359027%
1693	quote	20460	0.006216282685983803%	52.30705558627626%
1694	smith	20448	0.0062126367723849855%	52.313268223048645%
1695	marian	20447	0.006212332946251751%	52.31948055599489%
1696	uniwersytet	20439	0.006209902337185872%	52.32569045833208%
1697	szkó³	20436	0.006208990858786167%	52.33189944919087%
1698	wygra³	20410	0.006201091379322063%	52.33810054057019%
1699	trofeum	20401	0.00619835694412295%	52.344298897514314%
1700	frank	20394	0.006196230161190306%	52.3504951276755%
1701	g³osy	20389	0.006194711030524132%	52.356689838706025%
1702	po³o¿one	20361	0.006186203898793558%	52.362876042604825%
1703	ameryki	20358	0.006185292420393854%	52.369061335025215%
1704	narodowoœæ	20355	0.00618438094199415%	52.37524571596721%
1705	unii	20355	0.00618438094199415%	52.381430096909206%
1706	ch	20326	0.006175569984130341%	52.387605666893336%
1707	budowê	20325	0.006175266157997106%	52.39378093305133%
1708	rynek	20321	0.006174050853464167%	52.3999549839048%
1709	¿eby	20319	0.006173443201197697%	52.40612842710599%
1710	sob¹	20314	0.006171924070531523%	52.412300351176526%
1711	kor	20310	0.0061707087659985844%	52.418471059942526%
1712	studiowa³	20298	0.006167062852399766%	52.424638122794924%
1713	mistrza	20294	0.006165847547866828%	52.43080397034279%
1714	men	20288	0.006164024591067419%	52.43696799493386%
1715	championships	20275	0.0061600748513353665%	52.443128069785196%
1716	royal	20270	0.006158555720669192%	52.44928662550586%
1717	bezpieczeñstwa	20253	0.006153390676404201%	52.455440016182266%
1718	online	20243	0.006150352415071853%	52.461590368597335%
1719	zwyciêstwa	20236	0.006148225632139209%	52.46773859422948%
1720	map	20220	0.006143364414007453%	52.47388195864348%
1721	kardyna³	20185	0.0061327304993442355%	52.48001468914283%
1722	linkowañ	20173	0.006129084585745418%	52.48614377372857%
1723	ffcc	20172	0.006128780759612183%	52.49227255448819%
1724	bitwie	20172	0.006128780759612183%	52.4984013352478%
1725	wymiary	20168	0.006127565455079244%	52.50452890070288%
1726	ludwik	20165	0.0061266539766795395%	52.51065555467956%
1727	blason	20163	0.00612604632441307%	52.51678160100397%
1728	w³adz	20151	0.0061224004108142525%	52.52290400141479%
1729	dwór	20144	0.0061202736278816085%	52.529024275042666%
1730	t³o	20136	0.006117843018815731%	52.53514211806148%
1731	witold	20135	0.006117539192682496%	52.541259657254166%
1732	katolickie	20134	0.006117235366549261%	52.54737689262071%
1733	londynie	20133	0.006116931540416026%	52.55349382416113%
1734	dyrektor	20124	0.006114197105216913%	52.55960802126635%
1735	wiernych	20119	0.006112677974550739%	52.5657206992409%
1736	zajmuje	20080	0.006100828755354583%	52.57182152799625%
1737	louis	20080	0.006100828755354583%	52.57792235675161%
1738	roli	20077	0.006099917276954878%	52.58402227402856%
1739	zacz¹³	20073	0.006098701972421939%	52.59012097600098%
1740	po³udniowy	20047	0.0060908024929578345%	52.59621177849394%
1741	móg³	20039	0.006088371883891956%	52.602300150377836%
1742	ma³o	20012	0.0060801685782946166%	52.60838031895613%
1743	curling	19989	0.006073180577230217%	52.61445349953336%
1744	sytuacji	19985	0.0060719652726972774%	52.62052546480606%
1745	scenografia	19980	0.006070446142031103%	52.62659591094808%
1746	funkcji	19978	0.0060698384897646335%	52.63266574943785%
1747	urzêdu	19952	0.006061939010300529%	52.63872768844815%
1748	czêœci¹	19950	0.0060613313580340595%	52.64478901980618%
1749	walk	19943	0.0060592045751014165%	52.650848224381285%
1750	filmy	19942	0.006058900748968182%	52.65690712513025%
1751	ku	19941	0.006058596922834947%	52.66296572205309%
1752	wydzia³	19939	0.006057989270568477%	52.66902371132366%
1753	g³os	19926	0.006054039530836425%	52.6750777508545%
1754	oœrodek	19925	0.00605373570470319%	52.681131486559195%
1755	s³oñce	19912	0.006049785964971138%	52.68718127252417%
1756	zamku	19896	0.006044924746839381%	52.69322619727101%
1757	treœci	19895	0.006044620920706146%	52.699270818191714%
1758	kim	19887	0.006042190311640268%	52.70531300850335%
1759	kompozytor	19881	0.006040367354840859%	52.711353375858195%
1760	biskupa	19875	0.00603854439804145%	52.71739192025624%
1761	las	19868	0.006036417615108807%	52.72342833787135%
1762	po³o¿ony	19859	0.006033683179909694%	52.729462021051255%
1763	samo	19839	0.006027606657244998%	52.7354896277085%
1764	kolejny	19832	0.0060254798743123545%	52.74151510758281%
1765	bo¿ej	19821	0.006022137786846772%	52.747537245369664%
1766	m³odzie¿y	19814	0.006020011003914128%	52.753557256373576%
1767	karierze	19812	0.0060194033516476585%	52.75957665972522%
1768	japonii	19808	0.00601818804711472%	52.765594847772334%
1769	wchodzi	19807	0.006017884220981485%	52.771612731993315%
1770	w³oszech	19795	0.006014238307382667%	52.7776269703007%
1771	epoka	19792	0.006013326828982963%	52.783640297129686%
1772	przestrzeni	19757	0.006002692914319745%	52.789642990044%
1773	action	19745	0.005999047000720928%	52.79564203704472%
1774	biblioteka	19734	0.005995704913255345%	52.80163774195798%
1775	zagra³	19725	0.005992970478056232%	52.80763071243604%
1776	krzy¿a	19716	0.005990236042857119%	52.81362094847889%
1777	racing	19715	0.005989932216723884%	52.81961088069562%
1778	stolica	19706	0.005987197781524771%	52.82559807847714%
1779	nieco	19705	0.005986893955391536%	52.83158497243253%
1780	brytyjski	19698	0.005984767172458893%	52.837569739604994%
1781	sc	19692	0.005982944215659484%	52.843552683820654%
1782	uwagê	19655	0.005971702648729797%	52.84952438646938%
1783	iucn	19653	0.005971094996463327%	52.855495481465844%
1784	pamiêci	19635	0.005965626126065101%	52.86146110759191%
1785	sortable	19620	0.005961068734066579%	52.867422176325974%
1786	north	19610	0.0059580304727342315%	52.873380206798714%
1787	pi³ka	19607	0.005957118994334527%	52.879337325793045%
1788	dzia³añ	19603	0.005955903689801588%	52.88529322948285%
1789	bad	19599	0.005954688385268648%	52.891247917868114%
1790	aktywnoœci	19584	0.005950130993270126%	52.897198048861384%
1791	odleg³oœæ	19581	0.005949219514870422%	52.90314726837626%
1792	pocz¹tek	19577	0.005948004210337483%	52.90909527258659%
1793	zasiêg	19562	0.0059434468183389615%	52.91503871940493%
1794	pó³nocna	19544	0.005937977947940735%	52.92097669735287%
1795	wroc³awiu	19518	0.005930078468476631%	52.92690677582135%
1796	chodzi	19500	0.0059246095980784045%	52.932831385419426%
1797	pañstw	19466	0.005914279509548421%	52.93874566492897%
1798	zwi¹zkowym	19464	0.005913671857281952%	52.94465933678626%
1799	zawodników	19459	0.0059121527266157775%	52.950571489512875%
1800	barwach	19443	0.005907291508484021%	52.95647878102136%
1801	stary	19440	0.005906380030084317%	52.962385161051444%
1802	wm	19433	0.005904253247151673%	52.968289414298596%
1803	podzia³u	19419	0.005899999681286386%	52.97418941397988%
1804	se	19411	0.005897569072220508%	52.980086983052104%
1805	itemid	19391	0.005891492549555812%	52.985978475601655%
1806	nowo	19369	0.0058848083746246465%	52.99186328397628%
1807	mieæ	19365	0.005883593070091708%	52.997746877046374%
1808	okrêtów	19338	0.005875389764494368%	53.003622266810865%
1809	niemieckiego	19337	0.005875085938361133%	53.00949735274923%
1810	il	19336	0.005874782112227898%	53.01537213486146%
1811	dzieje	19327	0.0058720476770287855%	53.02124418253849%
1812	operacji	19326	0.005871743850895551%	53.02711592638938%
1813	w³och	19321	0.005870224720229376%	53.03298615110961%
1814	prawdziwe	19306	0.005865667328230855%	53.03885181843784%
1815	tyle	19279	0.0058574640226335154%	53.044709282460474%
1816	klubowa	19274	0.005855944891967342%	53.05056522735244%
1817	zakoñczenia	19271	0.0058550334135676375%	53.05642026076601%
1818	noredirect	19263	0.005852602804501759%	53.06227286357051%
1819	obrotu	19261	0.005851995152235289%	53.06812485872275%
1820	afryki	19243	0.0058465262818370636%	53.07397138500458%
1821	festiwalu	19211	0.00583680384557355%	53.07980818885016%
1822	mex	19194	0.005831638801308559%	53.08563982765147%
1823	wikiŸród³a	19172	0.005824954626377393%	53.091464782277846%
1824	legenda	19158	0.005820701060512106%	53.097285483338354%
1825	miejscowa	19153	0.005819181929845932%	53.103104665268205%
1826	pomimo	19152	0.005818878103712698%	53.108923543371915%
1827	orbity	19152	0.005818878103712698%	53.114742421475626%
1828	pasa	19137	0.005814320711714176%	53.12055674218734%
1829	zostali	19120	0.005809155667449184%	53.12636589785479%
1830	teams	19113	0.00580702888451654%	53.13217292673931%
1831	tur	19105	0.0058045982754506625%	53.137977525014755%
1832	jakie	19103	0.005803990623184193%	53.14378151563794%
1833	nachylenie	19091	0.0058003447095853755%	53.149581860347524%
1834	œrodowiska	19079	0.005796698795986557%	53.155378559143514%
1835	internetowa	19070	0.005793964360787445%	53.1611725235043%
1836	firma	19037	0.005783938098390696%	53.166956461602695%
1837	wiadomosci	19033	0.005782722793857757%	53.17273918439655%
1838	obejmuje	19029	0.0057815074893248185%	53.17852069188587%
1839	azs	19024	0.005779988358658644%	53.18430068024453%
1840	font	19020	0.005778773054125705%	53.19007945329866%
1841	white	19017	0.005777861575726%	53.19585731487439%
1842	jakub	19006	0.005774519488260418%	53.201631834362644%
1843	hrabia	18994	0.005770873574661601%	53.207402707937305%
1844	zawody	18984	0.005767835313329253%	53.213170543250634%
1845	wolnoœci	18984	0.005767835313329253%	53.21893837856396%
1846	rada	18978	0.005766012356529844%	53.22470439092049%
1847	ca³kowicie	18960	0.0057605434861316175%	53.230464934406626%
1848	zygmunt	18951	0.005757809050932505%	53.23622274345756%
1849	zdaniem	18928	0.005750821049868104%	53.241973564507425%
1850	jorku	18921	0.005748694266935461%	53.24772225877436%
1851	ak	18911	0.005745656005603113%	53.25346791477997%
1852	iso	18897	0.005741402439737826%	53.25920931721971%
1853	uefa	18896	0.005741098613604591%	53.26495041583331%
1854	wa¿ki	18887	0.005738364178405478%	53.27068878001172%
1855	struktura	18886	0.005738060352272243%	53.27642684036399%
1856	najmniej	18881	0.005736541221606069%	53.28216338158559%
1857	onet	18877	0.00573532591707313%	53.28789870750266%
1858	lekkoatletyka	18855	0.005728641742141965%	53.29362734924481%
1859	hala	18849	0.005726818785342556%	53.29935416803015%
1860	barwy	18832	0.005721653741077565%	53.305075821771226%
1861	dystrykcie	18831	0.00572134991494433%	53.31079717168617%
1862	powy¿ej	18830	0.005721046088811095%	53.316518217774984%
1863	antonio	18813	0.005715881044546104%	53.32223409881953%
1864	podgromada	18812	0.005715577218412869%	53.32794967603794%
1865	konstrukcji	18808	0.0057143619138799295%	53.33366403795182%
1866	finale	18806	0.00571375426161346%	53.33937779221343%
1867	pierre	18795	0.005710412174147877%	53.34508820438759%
1868	jaros³aw	18787	0.005707981565081999%	53.35079618595267%
1869	so³ectwa	18766	0.0057016012162840685%	53.35649778716895%
1870	edycja	18719	0.005687321388022033%	53.36218510855697%
1871	nawigacyjny	18715	0.005686106083489094%	53.36787121464046%
1872	zazwyczaj	18708	0.005683979300556451%	53.373555193941016%
1873	mike	18649	0.005666053558695598%	53.379221247499714%
1874	graj¹cy	18646	0.005665142080295894%	53.38488638958001%
1875	monachium	18644	0.005664534428029424%	53.39055092400804%
1876	g³ówna	18642	0.005663926775762954%	53.3962148507838%
1877	osada	18640	0.005663319123496485%	53.4018781699073%
1878	dodatkowo	18640	0.005663319123496485%	53.40754148903079%
1879	panny	18637	0.00566240764509678%	53.41320389667589%
1880	wikipedysta	18636	0.005662103818963545%	53.41886600049485%
1881	paulo	18615	0.005655723470165615%	53.42452172396502%
1882	jednostek	18586	0.0056469125123018065%	53.43016863647732%
1883	king	18585	0.005646608686168572%	53.43581524516349%
1884	s?o	18583	0.005646001033902102%	53.44146124619739%
1885	szczyt	18580	0.005645089555502397%	53.44710633575289%
1886	narodów	18578	0.005644481903235928%	53.45275081765613%
1887	jerzego	18576	0.005643874250969458%	53.4583946919071%
1888	australii	18575	0.005643570424836223%	53.46403826233193%
1889	general	18564	0.005640228337370641%	53.46967849066931%
1890	oddzia³y	18559	0.0056387092067044665%	53.47531719987601%
1891	basowa	18532	0.005630505901107127%	53.48094770577712%
1892	monta¿	18523	0.005627771465908015%	53.48657547724303%
1893	górna	18513	0.005624733204575666%	53.4922002104476%
1894	serca	18509	0.005623517900042728%	53.49782372834765%
1895	piêæ	18493	0.005618656681910971%	53.50344238502956%
1896	awans	18493	0.005618656681910971%	53.50906104171147%
1897	wilhelm	18476	0.005613491637645979%	53.514674533349115%
1898	czele	18460	0.005608630419514223%	53.520283163768624%
1899	proces	18450	0.005605592158181875%	53.52588875592681%
1900	rfn	18444	0.005603769201382466%	53.53149252512819%
1901	zim¹	18421	0.005596781200318066%	53.53708930632851%
1902	przewodnicz¹cy	18420	0.005596477374184831%	53.542685783702694%
1903	dystrykt	18414	0.005594654417385422%	53.54828043812008%
1904	polityka	18413	0.0055943505912521875%	53.55387478871133%
1905	svn	18401	0.00559070467765337%	53.559465493388984%
1906	mazowieckie	18397	0.005589489373120431%	53.565054982762106%
1907	artykul	18376	0.0055831090243225%	53.57063809178643%
1908	debiut	18372	0.005581893719789561%	53.57621998550622%
1909	zdobycia	18368	0.005580678415256622%	53.58180066392148%
1910	gp	18365	0.0055797669368569175%	53.58738043085833%
1911	gaz	18362	0.005578855458457213%	53.59295928631679%
1912	lubi	18356	0.005577032501657805%	53.59853631881845%
1913	w³oski	18352	0.005575817197124865%	53.60411213601557%
1914	po³owy	18351	0.0055755133709916305%	53.609687649386565%
1915	south	18351	0.0055755133709916305%	53.61526316275756%
1916	day	18347	0.005574298066458691%	53.62083746082401%
1917	wojskowy	18338	0.005571563631259578%	53.62640902445527%
1918	brat	18332	0.005569740674460169%	53.63197876512973%
1919	year	18324	0.005567310065394291%	53.637546075195125%
1920	juniorskielata	18321	0.005566398586994587%	53.64311247378212%
1921	wspó³pracy	18320	0.005566094760861352%	53.648678568542984%
1922	juniorskiekluby	18319	0.005565790934728117%	53.65424435947771%
1923	patron	18317	0.005565183282461647%	53.65980954276017%
1924	stopniu	18313	0.005563967977928709%	53.6653735107381%
1925	moc	18294	0.005558195281397248%	53.6709317060195%
1926	parlamentu	18293	0.005557891455264013%	53.67648959747476%
1927	ostatnie	18244	0.005543003974735508%	53.6820326014495%
1928	pomorskie	18222	0.005536319799804343%	53.6875689212493%
1929	literatury	18187	0.005525685885141125%	53.69309460713444%
1930	fs	18177	0.0055226476238087775%	53.698617254758254%
1931	rozgrywek	18176	0.005522343797675543%	53.704139598555926%
1932	ocena	18164	0.0055186978840767245%	53.709658296440004%
1933	wp³yw	18153	0.005515355796611142%	53.715173652236615%
1934	kier	18151	0.005514748144344672%	53.72068840038096%
1935	swego	18145	0.005512925187545264%	53.7262013255685%
1936	wrzeœniu	18121	0.005505633360347629%	53.731706958928854%
1937	ns	18115	0.0055038104035482205%	53.7372107693324%
1938	line	18110	0.005502291272882046%	53.74271306060528%
1939	znalaz³	18109	0.005501987446748811%	53.74821504805203%
1940	œpiew	18090	0.00549621475021735%	53.75371126280225%
1941	nagrodê	18090	0.00549621475021735%	53.759207477552465%
1942	styczniu	18078	0.005492568836618533%	53.76470004638909%
1943	research	18071	0.005490442053685889%	53.77019048844277%
1944	pañstwowe	18056	0.005485884661687367%	53.77567637310446%
1945	mamy	18054	0.005485277009420898%	53.78116165011388%
1946	alpy	18037	0.005480111965155907%	53.786641762079036%
1947	best	18036	0.005479808139022672%	53.79212157021806%
1948	polsk¹	18031	0.005478289008356498%	53.797599859226416%
1949	malarz	18027	0.005477073703823558%	53.80307693293024%
1950	utworu	18019	0.00547464309475768%	53.808551576024996%
1951	ac	18011	0.005472212485691802%	53.81402378851069%
1952	poszczególnych	18004	0.0054700857027591586%	53.81949387421345%
1953	uk³adu	17974	0.005460970918762115%	53.82495484513221%
1954	administracyjny	17960	0.005456717352896828%	53.830411562485104%
1955	pozosta³e	17960	0.005456717352896828%	53.835868279838%
1956	uczestniczy³	17932	0.005448210221166254%	53.84131649005917%
1957	video	17918	0.005443956655300967%	53.84676044671447%
1958	war	17906	0.005440310741702149%	53.852200757456174%
1959	austria	17905	0.005440006915568914%	53.857640764371745%
1960	stare	17904	0.005439703089435679%	53.863080467461174%
1961	diagram	17902	0.00543909543716921%	53.86851956289835%
1962	szef	17900	0.0054384877849027406%	53.87395805068325%
1963	pos	17882	0.005433018914504514%	53.87939106959775%
1964	rundzie	17880	0.0054324112622380445%	53.88482348085999%
1965	pó³nocy	17880	0.0054324112622380445%	53.89025589212223%
1966	valign	17875	0.00543089213157187%	53.895686784253805%
1967	ca³ym	17873	0.0054302844793054006%	53.90111706873311%
1968	jednak¿e	17867	0.005428461522505992%	53.90654553025561%
1969	barbara	17839	0.005419954390775418%	53.91196548464639%
1970	chris	17827	0.0054163084771766%	53.91738179312357%
1971	iloœæ	17825	0.005415700824910131%	53.92279749394847%
1972	loneos	17813	0.005412054911311313%	53.92820954885978%
1973	zarz¹du	17745	0.005391394734251348%	53.93360094359404%
1974	momencie	17743	0.005390787081984878%	53.93899173067602%
1975	nastêpuj¹ce	17743	0.005390787081984878%	53.94438251775801%
1976	materia³	17742	0.005390483255851643%	53.94977300101386%
1977	?	17738	0.005389267951318704%	53.955162268965175%
1978	zajmowa³	17732	0.005387444994519296%	53.96054971395969%
1979	uczelni	17712	0.0053813684718546%	53.96593108243155%
1980	œrednia	17710	0.00538076081958813%	53.97131184325114%
1981	feat	17709	0.005380456993454895%	53.97669230024459%
1982	œrodkowej	17688	0.005374076644656965%	53.98206637688925%
1983	size	17686	0.0053734689923904955%	53.98743984588164%
1984	mt	17676	0.005370430731058147%	53.9928102766127%
1985	blr	17661	0.005365873339059625%	53.99817614995176%
1986	europejskiej	17661	0.005365873339059625%	54.00354202329082%
1987	parafialny	17661	0.005365873339059625%	54.00890789662988%
1988	rozpoczê³a	17648	0.005361923599327573%	54.01426982022921%
1989	administracji	17644	0.005360708294794634%	54.019630528524004%
1990	australia	17634	0.005357670033462286%	54.024988198557466%
