1019	sk³ada	45	0.010572538184483744%	45.466378153846875%
1020	dzia³añ	45	0.010572538184483744%	45.47695069203136%
1021	trakcie	45	0.010572538184483744%	45.48752323021584%
1022	belgii	45	0.010572538184483744%	45.498095768400326%
1023	jezusa	45	0.010572538184483744%	45.50866830658481%
1024	fizyka	45	0.010572538184483744%	45.51924084476929%
1025	celem	45	0.010572538184483744%	45.529813382953776%
1026	hitlera	45	0.010572538184483744%	45.54038592113826%
1027	adama	45	0.010572538184483744%	45.55095845932275%
1028	ix	45	0.010572538184483744%	45.561530997507234%
1029	utc	45	0.010572538184483744%	45.57210353569172%
1030	dzie³	45	0.010572538184483744%	45.5826760738762%
1031	polsk¹	45	0.010572538184483744%	45.593248612060684%
1032	stopnie	45	0.010572538184483744%	45.60382115024517%
1033	leki	45	0.010572538184483744%	45.61439368842965%
1034	ci¹gu	45	0.010572538184483744%	45.624966226614134%
1035	ca³kowicie	45	0.010572538184483744%	45.63553876479862%
1036	krakowie	44	0.010337592891495216%	45.64587635769011%
1037	sytuacji	44	0.010337592891495216%	45.65621395058161%
1038	bytomiu	44	0.010337592891495216%	45.666551543473105%
1039	ameryce	44	0.010337592891495216%	45.6768891363646%
1040	gr	44	0.010337592891495216%	45.68722672925609%
1041	nobel	44	0.010337592891495216%	45.697564322147585%
1042	pp³k	44	0.010337592891495216%	45.70790191503908%
1043	stronê	44	0.010337592891495216%	45.718239507930576%
1044	drogi	44	0.010337592891495216%	45.72857710082207%
1045	zwierz¹t	44	0.010337592891495216%	45.73891469371357%
1046	dawniej	44	0.010337592891495216%	45.74925228660506%
1047	wzór	44	0.010337592891495216%	45.75958987949656%
1048	wielkoœci	44	0.010337592891495216%	45.769927472388055%
1049	piotr	44	0.010337592891495216%	45.78026506527955%
1050	plików	44	0.010337592891495216%	45.790602658171046%
1051	urodzi³	44	0.010337592891495216%	45.80094025106254%
1052	chrystusa	44	0.010337592891495216%	45.81127784395404%
1053	samej	44	0.010337592891495216%	45.82161543684553%
1054	australii	44	0.010337592891495216%	45.83195302973703%
1055	chrzest	44	0.010337592891495216%	45.84229062262852%
1056	pb	44	0.010337592891495216%	45.852628215520014%
1057	wym	44	0.010337592891495216%	45.86296580841151%
1058	edition	44	0.010337592891495216%	45.873303401303005%
1059	funkcja	44	0.010337592891495216%	45.8836409941945%
1060	komputerów	44	0.010337592891495216%	45.893978587085996%
1061	cz¹stek	44	0.010337592891495216%	45.90431617997749%
1062	dzia³alnoœæ	44	0.010337592891495216%	45.91465377286899%
1063	angielski	44	0.010337592891495216%	45.924991365760484%
1064	cz¹steczek	44	0.010337592891495216%	45.93532895865198%
1065	dzie³o	43	0.010102647598506688%	45.94543160625049%
1066	san	43	0.010102647598506688%	45.95553425384899%
1067	samo	43	0.010102647598506688%	45.965636901447496%
1068	john	43	0.010102647598506688%	45.975739549046004%
1069	czarny	43	0.010102647598506688%	45.98584219664451%
1070	tj	43	0.010102647598506688%	45.99594484424302%
1071	innym	43	0.010102647598506688%	46.00604749184153%
1072	dosz³o	43	0.010102647598506688%	46.01615013944003%
1073	stany	43	0.010102647598506688%	46.02625278703854%
1074	temu	43	0.010102647598506688%	46.036355434637045%
1075	wysokoœci	43	0.010102647598506688%	46.04645808223555%
1076	b³ony	43	0.010102647598506688%	46.05656072983406%
1077	nic	43	0.010102647598506688%	46.06666337743256%
1078	world	43	0.010102647598506688%	46.07676602503107%
1079	rzeczypospolitej	43	0.010102647598506688%	46.08686867262958%
1080	pary¿u	43	0.010102647598506688%	46.096971320228086%
1081	bowiem	43	0.010102647598506688%	46.107073967826594%
1082	bazy	43	0.010102647598506688%	46.1171766154251%
1083	wiedzy	43	0.010102647598506688%	46.1272792630236%
1084	mld	43	0.010102647598506688%	46.13738191062211%
1085	broñ	43	0.010102647598506688%	46.14748455822062%
1086	dzieje	43	0.010102647598506688%	46.15758720581913%
1087	ramach	43	0.010102647598506688%	46.167689853417635%
1088	ca³ego	43	0.010102647598506688%	46.177792501016135%
1089	dotycz¹ce	43	0.010102647598506688%	46.18789514861464%
1090	ni¹	43	0.010102647598506688%	46.19799779621315%
1091	du¿¹	43	0.010102647598506688%	46.20810044381166%
1092	silnie	42	0.00986770230551816%	46.21796814611718%
1093	budowy	42	0.00986770230551816%	46.22783584842269%
1094	inni	42	0.00986770230551816%	46.23770355072821%
1095	w³adze	42	0.00986770230551816%	46.24757125303373%
1096	be	42	0.00986770230551816%	46.257438955339246%
1097	sama	42	0.00986770230551816%	46.26730665764477%
1098	Ÿróde³	42	0.00986770230551816%	46.27717435995029%
1099	biografia	42	0.00986770230551816%	46.28704206225581%
1100	cypru	42	0.00986770230551816%	46.29690976456132%
1101	pó³noc	42	0.00986770230551816%	46.30677746686684%
1102	drodze	42	0.00986770230551816%	46.31664516917236%
1103	austria	42	0.00986770230551816%	46.326512871477874%
1104	roztwór	42	0.00986770230551816%	46.336380573783394%
1105	flag	42	0.00986770230551816%	46.346248276088915%
1106	bezpieczeñstwa	42	0.00986770230551816%	46.35611597839443%
1107	warunkach	42	0.00986770230551816%	46.36598368069995%
1108	wp³ywem	42	0.00986770230551816%	46.37585138300547%
1109	filmie	42	0.00986770230551816%	46.38571908531099%
1110	nowym	42	0.00986770230551816%	46.3955867876165%
1111	nauka	42	0.00986770230551816%	46.40545448992202%
1112	zwany	42	0.00986770230551816%	46.41532219222754%
1113	zastosowanie	42	0.00986770230551816%	46.425189894533055%
1114	maria	42	0.00986770230551816%	46.435057596838575%
1115	cz¹steczki	42	0.00986770230551816%	46.444925299144096%
1116	niemieckich	42	0.00986770230551816%	46.454793001449616%
1117	int	42	0.00986770230551816%	46.46466070375513%
1118	wyborach	42	0.00986770230551816%	46.47452840606065%
1119	du¿ych	42	0.00986770230551816%	46.48439610836617%
1120	for	42	0.00986770230551816%	46.49426381067168%
1121	gen	42	0.00986770230551816%	46.5041315129772%
1122	sta³y	42	0.00986770230551816%	46.51399921528272%
1123	rzymu	42	0.00986770230551816%	46.523866917588236%
1124	znaki	42	0.00986770230551816%	46.53373461989376%
1125	obszary	42	0.00986770230551816%	46.54360232219928%
1126	sanskr	42	0.00986770230551816%	46.5534700245048%
1127	swych	42	0.00986770230551816%	46.56333772681031%
1128	arystoteles	41	0.009632757012529632%	46.57297048382284%
1129	republiki	41	0.009632757012529632%	46.58260324083537%
1130	konstytucja	41	0.009632757012529632%	46.5922359978479%
1131	funkcje	41	0.009632757012529632%	46.60186875486043%
1132	pocz¹tków	41	0.009632757012529632%	46.61150151187296%
1133	stosowane	41	0.009632757012529632%	46.62113426888549%
1134	wszystko	41	0.009632757012529632%	46.63076702589802%
1135	rzeszy	41	0.009632757012529632%	46.64039978291055%
1136	xvi	41	0.009632757012529632%	46.65003253992308%
1137	podstawowych	41	0.009632757012529632%	46.65966529693561%
1138	rodzina	41	0.009632757012529632%	46.66929805394814%
1139	xvii	41	0.009632757012529632%	46.678930810960665%
1140	liter¹	41	0.009632757012529632%	46.6885635679732%
1141	skóry	41	0.009632757012529632%	46.69819632498573%
1142	oficjalna	41	0.009632757012529632%	46.707829081998256%
1143	stolic¹	41	0.009632757012529632%	46.71746183901079%
1144	del	41	0.009632757012529632%	46.72709459602331%
1145	news	41	0.009632757012529632%	46.736727353035846%
1146	dzia³	41	0.009632757012529632%	46.74636011004838%
1147	cesarstwo	41	0.009632757012529632%	46.755992867060904%
1148	józefa	41	0.009632757012529632%	46.76562562407344%
1149	œrodkowej	41	0.009632757012529632%	46.77525838108596%
1150	pojêcie	41	0.009632757012529632%	46.784891138098494%
1151	zasady	41	0.009632757012529632%	46.79452389511103%
1152	zdjêcie	41	0.009632757012529632%	46.80415665212355%
1153	rzeczywistoœci	41	0.009632757012529632%	46.813789409136085%
1154	studia	41	0.009632757012529632%	46.82342216614861%
1155	minute	41	0.009632757012529632%	46.83305492316114%
1156	prezydenta	41	0.009632757012529632%	46.84268768017367%
1157	praca	41	0.009632757012529632%	46.8523204371862%
1158	podobne	41	0.009632757012529632%	46.86195319419873%
1159	przypadkach	41	0.009632757012529632%	46.87158595121126%
1160	le	41	0.009632757012529632%	46.88121870822379%
1161	dziedzinie	41	0.009632757012529632%	46.89085146523632%
1162	g³ówna	41	0.009632757012529632%	46.90048422224885%
1163	alba	41	0.009632757012529632%	46.91011697926138%
1164	pe³ni	41	0.009632757012529632%	46.91974973627391%
1165	narodowej	41	0.009632757012529632%	46.92938249328644%
1166	nowej	41	0.009632757012529632%	46.939015250298965%
1167	rzymskiego	41	0.009632757012529632%	46.9486480073115%
1168	systemie	41	0.009632757012529632%	46.95828076432403%
1169	domu	41	0.009632757012529632%	46.967913521336556%
1170	³atwo	41	0.009632757012529632%	46.97754627834909%
1171	uniwersytecie	41	0.009632757012529632%	46.98717903536161%
1172	szkó³	41	0.009632757012529632%	46.996811792374146%
1173	niektórzy	41	0.009632757012529632%	47.00644454938668%
1174	form	41	0.009632757012529632%	47.016077306399204%
1175	aleksandra	41	0.009632757012529632%	47.025710063411736%
1176	rzym	41	0.009632757012529632%	47.03534282042426%
1177	geografia	41	0.009632757012529632%	47.044975577436794%
1178	zwane	40	0.009397811719541104%	47.05437338915633%
1179	czêœciowo	40	0.009397811719541104%	47.06377120087588%
1180	minutn	40	0.009397811719541104%	47.073169012595415%
1181	vii	40	0.009397811719541104%	47.08256682431496%
1182	pogl¹dy	40	0.009397811719541104%	47.0919646360345%
1183	lambda	40	0.009397811719541104%	47.10136244775404%
1184	pola	40	0.009397811719541104%	47.11076025947358%
1185	stopnin	40	0.009397811719541104%	47.120158071193124%
1186	generacji	40	0.009397811719541104%	47.12955588291266%
1187	niemczech	40	0.009397811719541104%	47.13895369463221%
1188	zajmuj¹	40	0.009397811719541104%	47.148351506351744%
1189	poni¿ej	40	0.009397811719541104%	47.15774931807129%
1190	swego	40	0.009397811719541104%	47.16714712979083%
1191	bsd	40	0.009397811719541104%	47.17654494151037%
1192	chemiczne	40	0.009397811719541104%	47.18594275322991%
1193	drugim	40	0.009397811719541104%	47.195340564949454%
1194	wiêksze	40	0.009397811719541104%	47.20473837666899%
1195	wschodzie	40	0.009397811719541104%	47.21413618838854%
1196	prac	40	0.009397811719541104%	47.223534000108074%
1197	powstaje	40	0.009397811719541104%	47.23293181182762%
1198	informacje	40	0.009397811719541104%	47.24232962354716%
1199	okreœlenie	40	0.009397811719541104%	47.2517274352667%
1200	poeta	40	0.009397811719541104%	47.26112524698624%
1201	du¿o	40	0.009397811719541104%	47.27052305870578%
1202	uwagê	40	0.009397811719541104%	47.27992087042532%
1203	skrót	40	0.009397811719541104%	47.28931868214486%
1204	objawy	40	0.009397811719541104%	47.298716493864404%
1205	niekiedy	40	0.009397811719541104%	47.30811430558394%
1206	wschodu	40	0.009397811719541104%	47.31751211730349%
1207	taki	40	0.009397811719541104%	47.326909929023024%
1208	znanych	40	0.009397811719541104%	47.33630774074257%
1209	sensie	40	0.009397811719541104%	47.34570555246211%
1210	u¿ywane	40	0.009397811719541104%	47.35510336418165%
1211	urodzin	40	0.009397811719541104%	47.36450117590119%
1212	najwiêkszych	40	0.009397811719541104%	47.373898987620734%
1213	ludowe	40	0.009397811719541104%	47.38329679934027%
1214	dalej	39	0.009162866426552577%	47.39245966576683%
1215	chojnów	39	0.009162866426552577%	47.40162253219338%
1216	miejskie	39	0.009162866426552577%	47.41078539861993%
1217	znana	39	0.009162866426552577%	47.419948265046486%
1218	inny	39	0.009162866426552577%	47.429111131473036%
1219	niemieckiego	39	0.009162866426552577%	47.438273997899586%
1220	grecji	39	0.009162866426552577%	47.44743686432614%
1221	cz³onkiem	39	0.009162866426552577%	47.45659973075269%
1222	chorzowa	39	0.009162866426552577%	47.46576259717925%
1223	promieñ	39	0.009162866426552577%	47.4749254636058%
1224	reakcje	39	0.009162866426552577%	47.48408833003235%
1225	wystêpowanie	39	0.009162866426552577%	47.49325119645891%
1226	powsta³o	39	0.009162866426552577%	47.50241406288546%
1227	politycznych	39	0.009162866426552577%	47.51157692931201%
1228	ostatni	39	0.009162866426552577%	47.520739795738564%
1229	nagrody	39	0.009162866426552577%	47.529902662165114%
1230	królestwa	39	0.009162866426552577%	47.53906552859167%
1231	czarna	39	0.009162866426552577%	47.54822839501822%
1232	el	39	0.009162866426552577%	47.55739126144477%
1233	pojêcia	39	0.009162866426552577%	47.56655412787133%
1234	t¹	39	0.009162866426552577%	47.57571699429788%
1235	dok³adnie	39	0.009162866426552577%	47.58487986072443%
1236	w³aœciwie	39	0.009162866426552577%	47.594042727150985%
1237	rzadko	39	0.009162866426552577%	47.603205593577535%
1238	pozwala	39	0.009162866426552577%	47.612368460004085%
1239	poszczególnych	39	0.009162866426552577%	47.62153132643064%
1240	warszawy	39	0.009162866426552577%	47.63069419285719%
1241	musica	39	0.009162866426552577%	47.63985705928375%
1242	kolejnych	39	0.009162866426552577%	47.6490199257103%
1243	liceum	39	0.009162866426552577%	47.65818279213685%
1244	ksiêgi	39	0.009162866426552577%	47.667345658563406%
1245	wielk¹	39	0.009162866426552577%	47.676508524989956%
1246	ka¿dym	39	0.009162866426552577%	47.685671391416506%
1247	akcji	39	0.009162866426552577%	47.69483425784306%
1248	staje	39	0.009162866426552577%	47.70399712426961%
1249	amiga	39	0.009162866426552577%	47.71315999069617%
1250	dodatkowo	39	0.009162866426552577%	47.72232285712272%
1251	praktycznie	39	0.009162866426552577%	47.73148572354927%
1252	szczególnoœci	39	0.009162866426552577%	47.74064858997583%
1253	serca	39	0.009162866426552577%	47.74981145640238%
1254	supernowa	38	0.008927921133564049%	47.75873937753594%
1255	jakie	38	0.008927921133564049%	47.76766729866951%
1256	twórczoœæ	38	0.008927921133564049%	47.77659521980307%
1257	bierut	38	0.008927921133564049%	47.78552314093663%
1258	oznaczenie	38	0.008927921133564049%	47.794451062070195%
1259	praktyce	38	0.008927921133564049%	47.803378983203764%
1260	bielsku	38	0.008927921133564049%	47.812306904337326%
1261	zdjêcia	38	0.008927921133564049%	47.82123482547089%
1262	pismo	38	0.008927921133564049%	47.83016274660445%
1263	¿ywych	38	0.008927921133564049%	47.83909066773802%
1264	dynastii	38	0.008927921133564049%	47.84801858887158%
1265	jerzy	38	0.008927921133564049%	47.856946510005145%
1266	pkb	38	0.008927921133564049%	47.86587443113871%
1267	narodowoœci	38	0.008927921133564049%	47.874802352272276%
1268	chór	38	0.008927921133564049%	47.88373027340584%
1269	ff	38	0.008927921133564049%	47.8926581945394%
1270	tworz¹c	38	0.008927921133564049%	47.90158611567296%
1271	wspó³czeœnie	38	0.008927921133564049%	47.91051403680653%
1272	dzieli	38	0.008927921133564049%	47.919441957940094%
1273	danego	38	0.008927921133564049%	47.92836987907366%
1274	ono	38	0.008927921133564049%	47.93729780020722%
1275	ko³o	38	0.008927921133564049%	47.94622572134079%
1276	australia	38	0.008927921133564049%	47.95515364247435%
1277	nimi	38	0.008927921133564049%	47.96408156360791%
1278	dostêpu	38	0.008927921133564049%	47.973009484741475%
1279	kwasu	38	0.008927921133564049%	47.981937405875044%
1280	net	38	0.008927921133564049%	47.990865327008606%
1281	zostali	38	0.008927921133564049%	47.99979324814217%
1282	encyklopedia	38	0.008927921133564049%	48.00872116927573%
1283	plan	38	0.008927921133564049%	48.0176490904093%
1284	przyk³ady	38	0.008927921133564049%	48.02657701154286%
1285	struktura	38	0.008927921133564049%	48.035504932676425%
1286	algorytmy	38	0.008927921133564049%	48.044432853809994%
1287	posiadaj¹	38	0.008927921133564049%	48.053360774943556%
1288	polega	38	0.008927921133564049%	48.06228869607712%
1289	uk³adzie	38	0.008927921133564049%	48.07121661721068%
1290	elementów	38	0.008927921133564049%	48.08014453834425%
1291	sta³e	38	0.008927921133564049%	48.08907245947781%
1292	panowanie	37	0.008692975840575523%	48.09776543531839%
1293	drug¹	37	0.008692975840575523%	48.10645841115896%
1294	takim	37	0.008692975840575523%	48.115151386999536%
1295	kalibru	37	0.008692975840575523%	48.12384436284011%
1296	nagrodê	37	0.008692975840575523%	48.13253733868069%
1297	charakterze	37	0.008692975840575523%	48.141230314521266%
1298	henryk	37	0.008692975840575523%	48.14992329036184%
1299	francuski	37	0.008692975840575523%	48.158616266202415%
1300	zawieraj¹cych	37	0.008692975840575523%	48.16730924204299%
1301	poczet	37	0.008692975840575523%	48.176002217883564%
1302	algorytmów	37	0.008692975840575523%	48.18469519372414%
1303	uwa¿a	37	0.008692975840575523%	48.19338816956472%
1304	ka¿da	37	0.008692975840575523%	48.202081145405295%
1305	nazywa	37	0.008692975840575523%	48.21077412124587%
1306	zachodnie	37	0.008692975840575523%	48.219467097086444%
1307	wiersze	37	0.008692975840575523%	48.22816007292702%
1308	dom	37	0.008692975840575523%	48.23685304876759%
1309	björk	37	0.008692975840575523%	48.24554602460817%
1310	chorwacji	37	0.008692975840575523%	48.25423900044875%
1311	matematyki	37	0.008692975840575523%	48.26293197628932%
1312	powietrza	37	0.008692975840575523%	48.2716249521299%
1313	azja	37	0.008692975840575523%	48.28031792797047%
1314	najwiêkszy	37	0.008692975840575523%	48.28901090381105%
1315	°	37	0.008692975840575523%	48.29770387965162%
1316	du¿ej	37	0.008692975840575523%	48.306396855492196%
1317	braille	37	0.008692975840575523%	48.31508983133278%
1318	der	37	0.008692975840575523%	48.32378280717335%
1319	?	37	0.008692975840575523%	48.332475783013926%
1320	rozpadu	37	0.008692975840575523%	48.3411687588545%
1321	funkcjê	37	0.008692975840575523%	48.349861734695075%
1322	url	37	0.008692975840575523%	48.35855471053565%
1323	filmów	37	0.008692975840575523%	48.367247686376224%
1324	ca³e	37	0.008692975840575523%	48.375940662216806%
1325	wprowadzi³	37	0.008692975840575523%	48.38463363805738%
1326	arizona	37	0.008692975840575523%	48.393326613897955%
1327	zacz¹³	36	0.008458030547586995%	48.40178464444554%
1328	wyspie	36	0.008458030547586995%	48.41024267499313%
1329	operacji	36	0.008458030547586995%	48.418700705540715%
1330	kazimierz	36	0.008458030547586995%	48.4271587360883%
1331	wiêksz¹	36	0.008458030547586995%	48.43561676663589%
1332	wa¿ne	36	0.008458030547586995%	48.444074797183475%
1333	napisa³	36	0.008458030547586995%	48.45253282773106%
1334	utwory	36	0.008458030547586995%	48.46099085827865%
1335	zostanie	36	0.008458030547586995%	48.469448888826236%
1336	naukowe	36	0.008458030547586995%	48.47790691937382%
1337	koœciele	36	0.008458030547586995%	48.48636494992141%
1338	publikacji	36	0.008458030547586995%	48.494822980468996%
1339	szereg	36	0.008458030547586995%	48.50328101101658%
1340	grecki	36	0.008458030547586995%	48.51173904156417%
1341	wyspa	36	0.008458030547586995%	48.520197072111756%
1342	alabama	36	0.008458030547586995%	48.52865510265934%
1343	beskid	36	0.008458030547586995%	48.53711313320693%
1344	nastêpuj¹ce	36	0.008458030547586995%	48.545571163754516%
1345	pojawia	36	0.008458030547586995%	48.55402919430211%
1346	komputera	36	0.008458030547586995%	48.5624872248497%
1347	chrztu	36	0.008458030547586995%	48.570945255397284%
1348	ci	36	0.008458030547586995%	48.57940328594487%
1349	spo³eczeñstwa	36	0.008458030547586995%	48.58786131649246%
1350	bieruta	36	0.008458030547586995%	48.596319347040044%
1351	pozycji	36	0.008458030547586995%	48.60477737758763%
1352	armiê	36	0.008458030547586995%	48.61323540813522%
1353	ostatnie	36	0.008458030547586995%	48.621693438682804%
1354	pomnik	36	0.008458030547586995%	48.63015146923039%
1355	none	36	0.008458030547586995%	48.63860949977798%
1356	robert	36	0.008458030547586995%	48.647067530325565%
1357	pracê	36	0.008458030547586995%	48.65552556087315%
1358	wysp	36	0.008458030547586995%	48.66398359142074%
1359	zdrowia	36	0.008458030547586995%	48.672441621968325%
1360	powy¿ej	36	0.008458030547586995%	48.68089965251591%
1361	einstein	36	0.008458030547586995%	48.6893576830635%
1362	tyle	36	0.008458030547586995%	48.697815713611085%
1363	from	36	0.008458030547586995%	48.70627374415867%
1364	odpowiednio	36	0.008458030547586995%	48.71473177470626%
1365	próby	36	0.008458030547586995%	48.723189805253845%
1366	najpierw	36	0.008458030547586995%	48.73164783580143%
1367	stosowana	36	0.008458030547586995%	48.74010586634902%
1368	rp	36	0.008458030547586995%	48.748563896896606%
1369	patrz	36	0.008458030547586995%	48.75702192744419%
1370	chinach	36	0.008458030547586995%	48.76547995799178%
1371	forma	35	0.008223085254598467%	48.77370304324638%
1372	podaje	35	0.008223085254598467%	48.78192612850098%
1373	cechy	35	0.008223085254598467%	48.790149213755576%
1374	pochodzenie	35	0.008223085254598467%	48.798372299010175%
1375	times	35	0.008223085254598467%	48.806595384264774%
1376	chiny	35	0.008223085254598467%	48.81481846951937%
1377	przyczyn¹	35	0.008223085254598467%	48.82304155477397%
1378	obejmuje	35	0.008223085254598467%	48.83126464002857%
1379	komórek	35	0.008223085254598467%	48.83948772528317%
1380	druga	35	0.008223085254598467%	48.84771081053777%
1381	œrednia	35	0.008223085254598467%	48.85593389579236%
1382	sta³o	35	0.008223085254598467%	48.86415698104696%
1383	panowa³	35	0.008223085254598467%	48.87238006630156%
1384	lasy	35	0.008223085254598467%	48.88060315155616%
1385	no	35	0.008223085254598467%	48.88882623681076%
1386	dodaje	35	0.008223085254598467%	48.89704932206536%
1387	prowincji	35	0.008223085254598467%	48.905272407319956%
1388	chorób	35	0.008223085254598467%	48.913495492574555%
1389	muzyka	35	0.008223085254598467%	48.921718577829154%
1390	problem	35	0.008223085254598467%	48.92994166308375%
1391	gnu	35	0.008223085254598467%	48.93816474833835%
1392	ma³e	35	0.008223085254598467%	48.94638783359295%
1393	metod	35	0.008223085254598467%	48.95461091884755%
1394	international	35	0.008223085254598467%	48.96283400410214%
1395	czterech	35	0.008223085254598467%	48.97105708935674%
1396	u¿ycie	35	0.008223085254598467%	48.97928017461134%
1397	stolicy	35	0.008223085254598467%	48.98750325986594%
1398	oœrodek	35	0.008223085254598467%	48.99572634512054%
1399	nazwie	35	0.008223085254598467%	49.00394943037514%
1400	przeciw	35	0.008223085254598467%	49.012172515629736%
1401	po³o¿one	35	0.008223085254598467%	49.020395600884335%
1402	portal	35	0.008223085254598467%	49.028618686138934%
1403	po³udniowa	35	0.008223085254598467%	49.03684177139353%
1404	marek	35	0.008223085254598467%	49.04506485664813%
1405	stanach	35	0.008223085254598467%	49.05328794190273%
1406	s³abo	35	0.008223085254598467%	49.06151102715732%
1407	ton	35	0.008223085254598467%	49.06973411241192%
1408	d³ugo	35	0.008223085254598467%	49.07795719766652%
1409	us	35	0.008223085254598467%	49.08618028292112%
1410	dtp	35	0.008223085254598467%	49.09440336817572%
1411	oni	35	0.008223085254598467%	49.10262645343032%
1412	dostêp	35	0.008223085254598467%	49.11084953868492%
1413	cr	35	0.008223085254598467%	49.119072623939516%
1414	¿ona	35	0.008223085254598467%	49.127295709194115%
1415	niepodleg³oœæ	35	0.008223085254598467%	49.135518794448714%
1416	najwa¿niejszych	35	0.008223085254598467%	49.14374187970331%
1417	miastem	35	0.008223085254598467%	49.15196496495791%
1418	znaczeniu	35	0.008223085254598467%	49.16018805021251%
1419	klimat	35	0.008223085254598467%	49.1684111354671%
1420	twórczoœci	35	0.008223085254598467%	49.1766342207217%
1421	jêzykach	35	0.008223085254598467%	49.1848573059763%
1422	ulicy	35	0.008223085254598467%	49.1930803912309%
1423	pochodne	34	0.00798813996160994%	49.20106853119251%
1424	obrony	34	0.00798813996160994%	49.20905667115412%
1425	mieszkañcy	34	0.00798813996160994%	49.217044811115734%
1426	razy	34	0.00798813996160994%	49.22503295107734%
1427	br¹z	34	0.00798813996160994%	49.23302109103895%
1428	dniu	34	0.00798813996160994%	49.24100923100056%
1429	zjednoczone	34	0.00798813996160994%	49.24899737096217%
1430	krwi	34	0.00798813996160994%	49.25698551092378%
1431	wielkie	34	0.00798813996160994%	49.264973650885395%
1432	programy	34	0.00798813996160994%	49.272961790847%
1433	woli	34	0.00798813996160994%	49.28094993080861%
1434	szlak	34	0.00798813996160994%	49.28893807077022%
1435	populacja	34	0.00798813996160994%	49.29692621073183%
1436	xiii	34	0.00798813996160994%	49.304914350693444%
1437	taka	34	0.00798813996160994%	49.31290249065505%
1438	chiñska	34	0.00798813996160994%	49.32089063061666%
1439	jêzykiem	34	0.00798813996160994%	49.32887877057827%
1440	dowódca	34	0.00798813996160994%	49.33686691053988%
1441	staro¿ytnoœci	34	0.00798813996160994%	49.344855050501494%
1442	transport	34	0.00798813996160994%	49.3528431904631%
1443	blisko	34	0.00798813996160994%	49.36083133042471%
1444	najmniej	34	0.00798813996160994%	49.36881947038632%
1445	viii	34	0.00798813996160994%	49.37680761034793%
1446	kropel	34	0.00798813996160994%	49.38479575030954%
1447	album	34	0.00798813996160994%	49.39278389027115%
1448	œciœle	34	0.00798813996160994%	49.40077203023276%
1449	sztuka	34	0.00798813996160994%	49.40876017019437%
1450	zbrojnych	34	0.00798813996160994%	49.41674831015598%
1451	ostatnich	34	0.00798813996160994%	49.42473645011759%
1452	afryki	34	0.00798813996160994%	49.432724590079204%
1453	stosunkowo	34	0.00798813996160994%	49.44071273004081%
1454	rozpoczê³a	34	0.00798813996160994%	49.44870087000242%
1455	wynik	34	0.00798813996160994%	49.45668900996403%
1456	albanii	34	0.00798813996160994%	49.46467714992564%
1457	wy¿sza	34	0.00798813996160994%	49.47266528988725%
1458	stopieñ	34	0.00798813996160994%	49.48065342984886%
1459	chile	34	0.00798813996160994%	49.48864156981047%
1460	wci¹¿	34	0.00798813996160994%	49.49662970977208%
1461	bbs	34	0.00798813996160994%	49.50461784973369%
1462	mac	34	0.00798813996160994%	49.5126059896953%
1463	przemys³u	34	0.00798813996160994%	49.52059412965691%
1464	po³udnie	34	0.00798813996160994%	49.52858226961852%
1465	budda	34	0.00798813996160994%	49.53657040958013%
1466	xiv	34	0.00798813996160994%	49.54455854954174%
1467	œwiadczy	34	0.00798813996160994%	49.55254668950335%
1468	bia³ego	34	0.00798813996160994%	49.560534829464956%
1469	fort	34	0.00798813996160994%	49.56852296942657%
1470	maj¹ce	33	0.007753194668621411%	49.57627616409519%
1471	drzewa	33	0.007753194668621411%	49.584029358763814%
1472	bazie	33	0.007753194668621411%	49.59178255343243%
1473	izotop	33	0.007753194668621411%	49.599535748101054%
1474	rz¹dy	33	0.007753194668621411%	49.60728894276968%
1475	nieco	33	0.007753194668621411%	49.615042137438294%
1476	jednak¿e	33	0.007753194668621411%	49.62279533210692%
1477	po³o¿enie	33	0.007753194668621411%	49.63054852677554%
1478	czerwonej	33	0.007753194668621411%	49.638301721444165%
1479	albert	33	0.007753194668621411%	49.64605491611278%
1480	region	33	0.007753194668621411%	49.653808110781405%
1481	cytat	33	0.007753194668621411%	49.66156130545003%
1482	stary	33	0.007753194668621411%	49.669314500118645%
1483	fe	33	0.007753194668621411%	49.67706769478727%
1484	daje	33	0.007753194668621411%	49.68482088945589%
1485	zagranicznych	33	0.007753194668621411%	49.69257408412451%
1486	os	33	0.007753194668621411%	49.70032727879313%
1487	algorytmu	33	0.007753194668621411%	49.708080473461756%
1488	produkcja	33	0.007753194668621411%	49.71583366813037%
1489	gospodarki	33	0.007753194668621411%	49.723586862798996%
1490	naturalne	33	0.007753194668621411%	49.73134005746762%
1491	jedynym	33	0.007753194668621411%	49.73909325213624%
1492	nazywany	33	0.007753194668621411%	49.74684644680486%
1493	brazylii	33	0.007753194668621411%	49.75459964147348%
1494	dvd	33	0.007753194668621411%	49.76235283614211%
1495	bytomia	33	0.007753194668621411%	49.77010603081072%
1496	g³owy	33	0.007753194668621411%	49.77785922547935%
1497	topnienia	33	0.007753194668621411%	49.78561242014797%
1498	organizmu	33	0.007753194668621411%	49.79336561481659%
1499	ca³¹	33	0.007753194668621411%	49.80111880948521%
1500	proste	33	0.007753194668621411%	49.808872004153834%
1501	radio	33	0.007753194668621411%	49.81662519882246%
1502	genera³a	33	0.007753194668621411%	49.824378393491074%
